scope,group,prompt_id,aspect,i,j,k,m_ij,m_jk,m_ki,intensity,orientation
global,evaluator=musing_golick,ALL,truthful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.5,-1.0,-0.1111111111111111,0.05555555555555555,reverse
global,evaluator=reverent_mcnulty,ALL,harmless,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.6666666666666666,-0.25,-0.3333333333333333,0.05555555555555555,reverse
global,evaluator=sad_babbage,ALL,harmless,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.2727272727272727,1.0,0.2,0.05454545454545454,forward
global,evaluator=flamboyant_euclid,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,-0.25,-0.45454545454545453,-0.45454545454545453,0.051652892561983466,reverse
global,evaluator=dreamy_bhabha,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.6,-0.42857142857142855,-0.2,0.05142857142857143,reverse
global,evaluator=relaxed_roentgen,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.0505050505050505,forward
global,evaluator=clever_curie,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,-0.2,-1.0,-0.25,0.05,reverse
global,evaluator=reverent_mcnulty,ALL,harmless,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.047619047619047616,forward
global,evaluator=flamboyant_panini,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.3684210526315789,-0.38461538461538464,-0.3333333333333333,0.04723346828609987,reverse
global,evaluator=hungry_minsky,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.6666666666666666,0.3333333333333333,0.2,0.044444444444444446,forward
global,evaluator=happy_galileo,ALL,helpful,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-1.0,-1.0,-0.043478260869565216,0.043478260869565216,reverse
global,evaluator=wonderful_leavitt,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.4444444444444444,0.3333333333333333,0.2903225806451613,0.043010752688172046,forward
global,evaluator=sad_bassi,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.38461538461538464,-0.7777777777777778,-0.14285714285714285,0.04273504273504274,reverse
global,evaluator=flamboyant_euclid,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.2727272727272727,0.3333333333333333,0.4666666666666667,0.04242424242424242,forward
global,evaluator=wizardly_pare,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.6666666666666666,-0.14285714285714285,-0.42857142857142855,0.04081632653061224,reverse
global,evaluator=laughing_roentgen,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.2,-1.0,-0.2,0.04000000000000001,reverse
global,evaluator=hungry_minsky,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.3333333333333333,0.2,0.6,0.04,forward
global,evaluator=dreamy_bhabha,ALL,helpful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.6,-0.3333333333333333,-0.2,0.04,reverse
global,evaluator=sad_bassi,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,-0.14285714285714285,-0.8,-0.3333333333333333,0.03809523809523809,reverse
global,evaluator=youthful_lewin,ALL,overall,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.23076923076923078,-0.4,-0.4117647058823529,0.03800904977375566,reverse
global,evaluator=reverent_mcnulty,ALL,harmless,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.037037037037037035,reverse
global,evaluator=silly_knuth,ALL,truthful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,1.0,0.1111111111111111,0.3333333333333333,0.037037037037037035,forward
global,evaluator=optimistic_pare,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.6666666666666666,-0.5,-0.1111111111111111,0.037037037037037035,reverse
global,evaluator=musing_golick,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.07142857142857142,0.6666666666666666,0.7777777777777778,0.037037037037037035,forward
global,evaluator=youthful_lewin,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.037037037037037035,reverse
global,evaluator=kind_ardinghelli,ALL,overall,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.09090909090909091,-0.6,-0.6666666666666666,0.03636363636363636,reverse
global,evaluator=kind_ardinghelli,ALL,helpful,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.6923076923076923,0.1111111111111111,0.4666666666666667,0.035897435897435895,forward
global,evaluator=loving_mccarthy,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.375,0.3333333333333333,0.2857142857142857,0.03571428571428571,forward
global,evaluator=peaceful_golick,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,-0.38461538461538464,-0.6923076923076923,-0.13043478260869565,0.034731155132492926,reverse
global,evaluator=kind_ardinghelli,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.08333333333333333,-0.6,-0.6923076923076923,0.03461538461538461,reverse
global,evaluator=reverent_mcnulty,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,0.3333333333333333,0.5,0.2,0.03333333333333333,forward
global,evaluator=pedantic_noether,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.1111111111111111,0.3,1.0,0.03333333333333333,forward
global,evaluator=musing_golick,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.3333333333333333,0.2,0.5,0.03333333333333333,forward
global,evaluator=sharp_mccarthy,ALL,truthful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,-0.2,-0.5,-0.3333333333333333,0.03333333333333333,reverse
global,evaluator=sad_babbage,ALL,truthful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.16666666666666666,1.0,0.2,0.03333333333333333,forward
global,evaluator=flamboyant_euclid,ALL,overall,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.16666666666666666,-0.6,-0.3333333333333333,0.033333333333333326,reverse
global,evaluator=pedantic_noether,ALL,helpful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.125,0.2631578947368421,1.0,0.03289473684210526,forward
global,evaluator=zealous_boyd,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.14285714285714285,-0.75,-0.3,0.03214285714285714,reverse
global,evaluator=relaxed_roentgen,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,0.38461538461538464,0.125,0.6666666666666666,0.03205128205128205,forward
global,evaluator=flamboyant_euclid,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.031746031746031744,forward
global,evaluator=modest_mirzakhani,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.2727272727272727,0.25,0.45454545454545453,0.03099173553719008,forward
global,evaluator=wizardly_pare,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.29411764705882354,-0.4,-0.2631578947368421,0.030959752321981424,reverse
global,evaluator=youthful_spence,ALL,helpful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.3684210526315789,-0.3333333333333333,-0.25,0.03070175438596491,reverse
global,evaluator=kind_ardinghelli,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.6666666666666666,0.1111111111111111,0.4117647058823529,0.030501089324618733,forward
global,evaluator=relaxed_roentgen,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.2,-0.2727272727272727,-0.5555555555555556,0.030303030303030304,reverse
global,evaluator=silly_khorana,ALL,overall,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.125,0.3333333333333333,0.7142857142857143,0.02976190476190476,forward
global,evaluator=sharp_mccarthy,ALL,truthful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.3333333333333333,0.42857142857142855,0.2,0.02857142857142857,forward
global,evaluator=friendly_williams,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.14285714285714285,-0.3333333333333333,-0.6,0.028571428571428567,reverse
global,evaluator=determined_elion,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,-0.6923076923076923,-0.6,-0.06666666666666667,0.02769230769230769,reverse
global,evaluator=kind_ardinghelli,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.1111111111111111,0.6923076923076923,0.3333333333333333,0.025641025641025637,forward
global,evaluator=hardcore_booth,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.5,0.2,0.25,0.025,forward
global,evaluator=reverent_heisenberg,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.09090909090909091,0.38461538461538464,0.7,0.024475524475524476,forward
global,evaluator=determined_elion,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,-0.6923076923076923,-0.5,-0.06666666666666667,0.023076923076923075,reverse
global,evaluator=silly_knuth,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,0.5555555555555556,0.09090909090909091,0.45454545454545453,0.022956841138659322,forward
global,evaluator=quizzical_khorana,ALL,overall,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.2727272727272727,-0.4166666666666667,-0.2,0.022727272727272728,reverse
global,evaluator=sharp_mccarthy,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.09090909090909091,-0.5714285714285714,-0.42857142857142855,0.022263450834879402,reverse
global,evaluator=flamboyant_euclid,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.3333333333333333,0.3333333333333333,0.2,0.022222222222222223,forward
global,evaluator=infallible_spence,ALL,truthful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.3333333333333333,-0.2,-0.3333333333333333,0.02222222222222222,reverse
global,evaluator=suspicious_saha,ALL,overall,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.25,0.45454545454545453,0.17647058823529413,0.020053475935828877,forward
global,evaluator=heuristic_kirch,ALL,truthful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.5,0.16666666666666666,0.23076923076923078,0.019230769230769232,forward
global,evaluator=relaxed_roentgen,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.125,0.5555555555555556,0.2727272727272727,0.01893939393939394,forward
global,evaluator=vigorous_wing,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.2727272727272727,0.09090909090909091,0.75,0.018595041322314047,forward
global,evaluator=vigorous_wing,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.2727272727272727,0.09090909090909091,0.75,0.018595041322314047,forward
global,evaluator=flamboyant_panini,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.14285714285714285,-0.38461538461538464,-0.3333333333333333,0.018315018315018312,reverse
global,evaluator=cool_kalam,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,1.0,0.2,0.09090909090909091,0.018181818181818184,forward
global,evaluator=modest_mirzakhani,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.1111111111111111,0.2727272727272727,0.6,0.01818181818181818,forward
global,evaluator=unruffled_jennings,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.8666666666666667,0.125,0.16666666666666666,0.018055555555555554,forward
global,evaluator=musing_golick,ALL,truthful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.8,-0.2,-0.1111111111111111,0.01777777777777778,reverse
global,evaluator=clever_bardeen,ALL,harmless,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.2,0.2857142857142857,0.29411764705882354,0.01680672268907563,forward
global,evaluator=dreamy_bhabha,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.14285714285714285,-0.5714285714285714,-0.2,0.016326530612244896,reverse
global,evaluator=peaceful_golick,ALL,helpful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.13043478260869565,0.4666666666666667,0.2631578947368421,0.016018306636155607,forward
global,evaluator=unruffled_jennings,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.14285714285714285,-0.36363636363636365,-0.3,0.015584415584415583,reverse
global,evaluator=heuristic_kirch,ALL,truthful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.23076923076923078,-0.6,-0.1111111111111111,0.015384615384615385,reverse
global,evaluator=clever_curie,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.037037037037037035,0.5789473684210527,0.7142857142857143,0.015316067947646894,forward
global,evaluator=determined_elion,ALL,helpful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.2222222222222222,-1.0,-0.06666666666666667,0.014814814814814814,reverse
global,evaluator=unruffled_jennings,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.14285714285714285,-0.45454545454545453,-0.2222222222222222,0.014430014430014428,reverse
global,evaluator=clever_bardeen,ALL,truthful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,0.29411764705882354,0.7333333333333333,0.06666666666666667,0.01437908496732026,forward
global,evaluator=sad_jang,ALL,truthful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.5,-0.14285714285714285,-0.2,0.014285714285714285,reverse
global,evaluator=musing_golick,ALL,truthful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.2727272727272727,-0.4666666666666667,-0.1111111111111111,0.014141414141414139,reverse
global,evaluator=relaxed_roentgen,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.3333333333333333,-0.125,-0.3333333333333333,0.013888888888888888,reverse
global,evaluator=flamboyant_wiles,ALL,overall,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.45454545454545453,-0.3333333333333333,-0.09090909090909091,0.013774104683195591,reverse
global,evaluator=hungry_minsky,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.2,-0.3333333333333333,-0.2,0.013333333333333334,reverse
global,evaluator=sharp_mccarthy,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.23076923076923078,-0.5,-0.1111111111111111,0.01282051282051282,reverse
global,evaluator=suspicious_saha,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.25,0.45454545454545453,0.1111111111111111,0.012626262626262624,forward
global,evaluator=wonderful_leavitt,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.15789473684210525,0.2727272727272727,0.2903225806451613,0.012501929310078715,forward
global,evaluator=unruffled_jennings,ALL,overall,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.3,0.125,0.3333333333333333,0.012499999999999999,forward
global,evaluator=silly_knuth,ALL,truthful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.012345679012345678,forward
global,evaluator=dreamy_bhabha,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.14285714285714285,-0.42857142857142855,-0.2,0.012244897959183673,reverse
global,evaluator=dreamy_bhabha,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.14285714285714285,-0.42857142857142855,-0.2,0.012244897959183673,reverse
global,evaluator=wonderful_leavitt,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.3,0.4444444444444444,0.09090909090909091,0.012121212121212121,forward
global,evaluator=kind_ardinghelli,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.14285714285714285,-0.4117647058823529,-0.2,0.011764705882352941,reverse
global,evaluator=dreamy_bhabha,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,-0.125,-0.4666666666666667,-0.2,0.011666666666666667,reverse
global,evaluator=competent_noyce,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.7142857142857143,-0.14285714285714285,-0.1111111111111111,0.011337868480725623,reverse
global,evaluator=amazing_mcnulty,ALL,overall,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.058823529411764705,-0.3,-0.6363636363636364,0.011229946524064172,reverse
global,evaluator=relaxed_roentgen,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,0.14285714285714285,0.38461538461538464,0.2,0.01098901098901099,forward
global,evaluator=determined_elion,ALL,overall,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.15789473684210525,-1.0,-0.06666666666666667,0.010526315789473684,reverse
global,evaluator=affectionate_bhabha,ALL,helpful,allenai/tulu-2-70b,allenai/tulu-2-7b,gpt-3.5-turbo-0125,-0.1111111111111111,-0.3333333333333333,-0.2727272727272727,0.0101010101010101,reverse
global,evaluator=clever_bardeen,ALL,truthful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.7333333333333333,0.06666666666666667,0.2,0.009777777777777778,forward
global,evaluator=determined_elion,ALL,overall,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.2857142857142857,-0.5,-0.06666666666666667,0.009523809523809523,reverse
global,evaluator=reverent_heisenberg,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.09090909090909091,0.1111111111111111,0.92,0.009292929292929292,forward
global,evaluator=clever_bardeen,ALL,truthful,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.6363636363636364,0.06666666666666667,0.21739130434782608,0.009222661396574438,forward
global,evaluator=youthful_spence,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.09090909090909091,-0.3333333333333333,-0.3,0.00909090909090909,reverse
global,evaluator=stupefied_murdock,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.21212121212121213,0.22580645161290322,0.1875,0.008980938416422286,forward
global,evaluator=wizardly_pare,ALL,helpful,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.42857142857142855,0.125,0.16666666666666666,0.008928571428571428,forward
global,evaluator=clever_bardeen,ALL,harmless,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.09090909090909091,0.2857142857142857,0.3333333333333333,0.008658008658008656,forward
global,evaluator=agitated_pasteur,ALL,overall,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.047619047619047616,-0.3333333333333333,-0.5384615384615384,0.008547008547008546,reverse
global,evaluator=sharp_mccarthy,ALL,helpful,allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.7894736842105263,-0.09090909090909091,-0.1111111111111111,0.007974481658692184,reverse
global,evaluator=relaxed_roentgen,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,0.125,0.6363636363636364,0.1,0.007954545454545455,forward
global,evaluator=competent_noyce,ALL,overall,allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.1111111111111111,0.14285714285714285,0.5,0.007936507936507936,forward
global,evaluator=dreamy_torvalds,ALL,helpful,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,-0.3333333333333333,-0.16666666666666666,-0.14285714285714285,0.007936507936507936,reverse
global,evaluator=infallible_spence,ALL,overall,allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.5789473684210527,-0.1111111111111111,-0.1111111111111111,0.007147498375568551,reverse
global,evaluator=youthful_lewin,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,0.36363636363636365,0.4117647058823529,0.047619047619047616,0.007130124777183599,forward
global,evaluator=wizardly_pare,ALL,overall,gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,-0.5238095238095238,-0.058823529411764705,-0.2222222222222222,0.006847183317771553,reverse
global,evaluator=relaxed_roentgen,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,-0.2,-0.1,-0.3333333333333333,0.006666666666666668,reverse
global,evaluator=kind_ardinghelli,ALL,helpful,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.14285714285714285,-0.4666666666666667,-0.1,0.006666666666666667,reverse
global,evaluator=hungry_clarke,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.15384615384615385,-0.1,-0.4166666666666667,0.006410256410256411,reverse
global,evaluator=mystifying_fermi,ALL,truthful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,0.23076923076923078,0.25,0.1111111111111111,0.00641025641025641,forward
global,evaluator=flamboyant_wiles,ALL,overall,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,0.45454545454545453,0.09090909090909091,0.15384615384615385,0.006357279084551812,forward
global,evaluator=silly_knuth,ALL,overall,allenai/tulu-2-7b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,0.2727272727272727,0.25,0.09090909090909091,0.006198347107438016,forward
global,evaluator=silly_mestorf,ALL,overall,gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.04,0.17647058823529413,0.8666666666666667,0.00611764705882353,forward
global,evaluator=peaceful_golick,ALL,helpful,allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,0.13043478260869565,0.2,0.23076923076923078,0.006020066889632108,forward
global,evaluator=clever_bardeen,ALL,truthful,allenai/tulu-2-70b,allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,0.6470588235294118,0.04,0.21739130434782608,0.005626598465473145,forward
global,evaluator=youthful_spence,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,-0.3333333333333333,-0.1111111111111111,-0.14285714285714285,0.005291005291005291,reverse
global,evaluator=determined_elion,ALL,helpful,allenai/tulu-2-70b,gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,-0.09090909090909091,-0.8181818181818182,-0.06666666666666667,0.0049586776859504135,reverse
global,evaluator=unruffled_jennings,ALL,helpful,gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,0.5,0.058823529411764705,0.16666666666666666,0.004901960784313725,forward
