stratum,score_delta,n_min,tau,model_1,model_2,model_3,edge_1,edge_2,edge_3,margin_1,margin_2,margin_3,support_1,support_2,support_3,weighted_cycle_intensity,min_abs_margin
pooled,2.0,10,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.03827751196172249,0.005494505494505495,0.24757281553398058,209.0,182.0,206.0,5.206852421977614e-05,0.005494505494505495
pooled,2.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1,meta-llama/Llama-2-13b-chat-hf > claude-2.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2.1 > mistralai/Mistral-7B-Instruct-v0.1,0.0891089108910891,0.030303030303030304,0.01639344262295082,101.0,99.0,183.0,4.426672175414263e-05,0.01639344262295082
pooled,2.0,10,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13836477987421383,0.03827751196172249,0.005076142131979695,159.0,209.0,197.0,2.6884566074702123e-05,0.005076142131979695
pooled,2.0,10,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.016501650165016504,0.07772020725388601,0.01932367149758454,202.0,193.0,207.0,2.4782834219443572e-05,0.016501650165016504
pooled,2.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.02197802197802198,0.009615384615384616,0.10837438423645321,91.0,104.0,203.0,2.290244806349392e-05,0.009615384615384616
pooled,2.0,10,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.016501650165016504,0.20068027210884354,0.005494505494505495,202.0,196.0,182.0,1.8195360688793707e-05,0.005494505494505495
pooled,2.0,10,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.005076142131979695,0.016501650165016504,0.060897435897435896,197.0,202.0,208.0,5.101056767137081e-06,0.005076142131979695
pooled,2.0,10,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.015544041450777202,0.054945054945054944,0.005494505494505495,193.0,182.0,182.0,4.692682481215192e-06,0.005494505494505495
pooled,2.0,25,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,gpt-4,gpt-4-1106-preview > gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,gpt-4 > meta-llama/Llama-2-13b-chat-hf,0.19161676646706588,0.02197802197802198,0.16129032258064516,167.0,91.0,93.0,0.0006792512104468837,0.02197802197802198
pooled,2.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,0.14563106796116504,0.030303030303030304,0.10050251256281408,103.0,99.0,199.0,0.0004435238859788794,0.030303030303030304
pooled,2.0,25,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.03827751196172249,0.1111111111111111,0.0891089108910891,209.0,90.0,101.0,0.00037898526694774736,0.03827751196172249
pooled,2.0,25,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.016501650165016504,0.14563106796116504,0.1111111111111111,202.0,103.0,90.0,0.00026701699296143206,0.016501650165016504
pooled,2.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,0.125,0.030303030303030304,0.06060606060606061,120.0,99.0,187.0,0.00022956841138659323,0.030303030303030304
pooled,2.0,25,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4-1106-preview > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.054945054945054944,0.02197802197802198,0.18691588785046728,182.0,91.0,107.0,0.00022571656545159678,0.02197802197802198
pooled,2.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > mistralai/Mistral-7B-Instruct-v0.1,0.02197802197802198,0.030303030303030304,0.3076923076923077,91.0,99.0,169.0,0.0002049232818463588,0.02197802197802198
pooled,2.0,25,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.03827751196172249,0.10810810810810811,0.045454545454545456,209.0,185.0,198.0,0.0001880958818757862,0.03827751196172249
pooled,2.0,25,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.03827751196172249,0.01932367149758454,0.16374269005847952,209.0,207.0,171.0,0.00012111425656730566,0.01932367149758454
pooled,2.0,25,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.016501650165016504,0.06734006734006734,0.10810810810810811,202.0,198.0,185.0,0.00012013213333345348,0.016501650165016504
pooled,2.0,25,0.0,claude-instant-1,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > models/chat-bison-001,0.021505376344086023,0.025,0.13687600644122383,186.0,200.0,207.0,7.358925077485153e-05,0.021505376344086023
pooled,2.0,25,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.03827751196172249,0.005494505494505495,0.24757281553398058,209.0,182.0,206.0,5.206852421977614e-05,0.005494505494505495
pooled,2.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1,meta-llama/Llama-2-13b-chat-hf > claude-2.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2.1 > mistralai/Mistral-7B-Instruct-v0.1,0.0891089108910891,0.030303030303030304,0.01639344262295082,101.0,99.0,183.0,4.426672175414263e-05,0.01639344262295082
pooled,2.0,25,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13836477987421383,0.03827751196172249,0.005076142131979695,159.0,209.0,197.0,2.6884566074702123e-05,0.005076142131979695
pooled,2.0,25,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.016501650165016504,0.07772020725388601,0.01932367149758454,202.0,193.0,207.0,2.4782834219443572e-05,0.016501650165016504
pooled,2.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.02197802197802198,0.009615384615384616,0.10837438423645321,91.0,104.0,203.0,2.290244806349392e-05,0.009615384615384616
pooled,2.0,25,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.016501650165016504,0.20068027210884354,0.005494505494505495,202.0,196.0,182.0,1.8195360688793707e-05,0.005494505494505495
pooled,2.0,25,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.005076142131979695,0.016501650165016504,0.060897435897435896,197.0,202.0,208.0,5.101056767137081e-06,0.005076142131979695
pooled,2.0,25,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.015544041450777202,0.054945054945054944,0.005494505494505495,193.0,182.0,182.0,4.692682481215192e-06,0.005494505494505495
pooled,2.0,50,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,gpt-4,gpt-4-1106-preview > gpt-4,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,gpt-4 > meta-llama/Llama-2-13b-chat-hf,0.19161676646706588,0.02197802197802198,0.16129032258064516,167.0,91.0,93.0,0.0006792512104468837,0.02197802197802198
pooled,2.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,0.14563106796116504,0.030303030303030304,0.10050251256281408,103.0,99.0,199.0,0.0004435238859788794,0.030303030303030304
pooled,2.0,50,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.03827751196172249,0.1111111111111111,0.0891089108910891,209.0,90.0,101.0,0.00037898526694774736,0.03827751196172249
pooled,2.0,50,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.016501650165016504,0.14563106796116504,0.1111111111111111,202.0,103.0,90.0,0.00026701699296143206,0.016501650165016504
pooled,2.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,0.125,0.030303030303030304,0.06060606060606061,120.0,99.0,187.0,0.00022956841138659323,0.030303030303030304
pooled,2.0,50,0.0,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,command-nightly,gpt-4-1106-preview > command-nightly,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,command-nightly > meta-llama/Llama-2-13b-chat-hf,0.054945054945054944,0.02197802197802198,0.18691588785046728,182.0,91.0,107.0,0.00022571656545159678,0.02197802197802198
pooled,2.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > mistralai/Mistral-7B-Instruct-v0.1,0.02197802197802198,0.030303030303030304,0.3076923076923077,91.0,99.0,169.0,0.0002049232818463588,0.02197802197802198
pooled,2.0,50,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.03827751196172249,0.10810810810810811,0.045454545454545456,209.0,185.0,198.0,0.0001880958818757862,0.03827751196172249
pooled,2.0,50,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.03827751196172249,0.01932367149758454,0.16374269005847952,209.0,207.0,171.0,0.00012111425656730566,0.01932367149758454
pooled,2.0,50,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.016501650165016504,0.06734006734006734,0.10810810810810811,202.0,198.0,185.0,0.00012013213333345348,0.016501650165016504
pooled,2.0,50,0.0,claude-instant-1,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > models/chat-bison-001,0.021505376344086023,0.025,0.13687600644122383,186.0,200.0,207.0,7.358925077485153e-05,0.021505376344086023
pooled,2.0,50,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.03827751196172249,0.005494505494505495,0.24757281553398058,209.0,182.0,206.0,5.206852421977614e-05,0.005494505494505495
pooled,2.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1,meta-llama/Llama-2-13b-chat-hf > claude-2.1,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2.1 > mistralai/Mistral-7B-Instruct-v0.1,0.0891089108910891,0.030303030303030304,0.01639344262295082,101.0,99.0,183.0,4.426672175414263e-05,0.01639344262295082
pooled,2.0,50,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13836477987421383,0.03827751196172249,0.005076142131979695,159.0,209.0,197.0,2.6884566074702123e-05,0.005076142131979695
pooled,2.0,50,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.016501650165016504,0.07772020725388601,0.01932367149758454,202.0,193.0,207.0,2.4782834219443572e-05,0.016501650165016504
pooled,2.0,50,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf > gpt-4-1106-preview,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,gpt-4-1106-preview > timdettmers/guanaco-33b-merged,0.02197802197802198,0.009615384615384616,0.10837438423645321,91.0,104.0,203.0,2.290244806349392e-05,0.009615384615384616
pooled,2.0,50,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.016501650165016504,0.20068027210884354,0.005494505494505495,202.0,196.0,182.0,1.8195360688793707e-05,0.005494505494505495
pooled,2.0,50,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.005076142131979695,0.016501650165016504,0.060897435897435896,197.0,202.0,208.0,5.101056767137081e-06,0.005076142131979695
pooled,2.0,50,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.015544041450777202,0.054945054945054944,0.005494505494505495,193.0,182.0,182.0,4.692682481215192e-06,0.005494505494505495
pooled,2.0,100,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.03827751196172249,0.10810810810810811,0.045454545454545456,209.0,185.0,198.0,0.0001880958818757862,0.03827751196172249
pooled,2.0,100,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.03827751196172249,0.01932367149758454,0.16374269005847952,209.0,207.0,171.0,0.00012111425656730566,0.01932367149758454
pooled,2.0,100,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.016501650165016504,0.06734006734006734,0.10810810810810811,202.0,198.0,185.0,0.00012013213333345348,0.016501650165016504
pooled,2.0,100,0.0,claude-instant-1,models/chat-bison-001,HuggingFaceH4/zephyr-7b-beta,claude-instant-1 > HuggingFaceH4/zephyr-7b-beta,models/chat-bison-001 > claude-instant-1,HuggingFaceH4/zephyr-7b-beta > models/chat-bison-001,0.021505376344086023,0.025,0.13687600644122383,186.0,200.0,207.0,7.358925077485153e-05,0.021505376344086023
pooled,2.0,100,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.03827751196172249,0.005494505494505495,0.24757281553398058,209.0,182.0,206.0,5.206852421977614e-05,0.005494505494505495
pooled,2.0,100,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13836477987421383,0.03827751196172249,0.005076142131979695,159.0,209.0,197.0,2.6884566074702123e-05,0.005076142131979695
pooled,2.0,100,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.016501650165016504,0.07772020725388601,0.01932367149758454,202.0,193.0,207.0,2.4782834219443572e-05,0.016501650165016504
pooled,2.0,100,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.016501650165016504,0.20068027210884354,0.005494505494505495,202.0,196.0,182.0,1.8195360688793707e-05,0.005494505494505495
pooled,2.0,100,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.005076142131979695,0.016501650165016504,0.060897435897435896,197.0,202.0,208.0,5.101056767137081e-06,0.005076142131979695
pooled,2.0,100,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.015544041450777202,0.054945054945054944,0.005494505494505495,193.0,182.0,182.0,4.692682481215192e-06,0.005494505494505495
pooled,5.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,0.14953271028037382,0.0425531914893617,0.0696798493408663,107.0,94.0,177.0,0.0004433794350582067,0.0425531914893617
pooled,5.0,10,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.01744186046511628,0.08,0.22222222222222224,172.0,150.0,159.0,0.000310077519379845,0.01744186046511628
pooled,5.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,0.054945054945054944,0.0425531914893617,0.06976744186046512,91.0,94.0,172.0,0.0001631223798467737,0.0425531914893617
pooled,5.0,10,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.02792321116928447,0.05291005291005291,0.10526315789473684,191.0,189.0,171.0,0.0001555177453037286,0.02792321116928447
pooled,5.0,10,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.01744186046511628,0.08518518518518518,0.09580838323353294,172.0,180.0,167.0,0.00014235095700072724,0.01744186046511628
pooled,5.0,10,0.0,gpt-3.5-turbo,gpt-4-1106-preview,command-light,gpt-3.5-turbo > command-light,gpt-4-1106-preview > gpt-3.5-turbo,command-light > gpt-4-1106-preview,0.02792321116928447,0.17777777777777776,0.023391812865497075,191.0,165.0,171.0,0.00011611991649345069,0.023391812865497075
pooled,5.0,10,0.0,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,command-light,gpt-3.5-turbo > command-light,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,command-light > meta-llama/Llama-2-13b-chat-hf,0.02792321116928447,0.054945054945054944,0.07317073170731707,191.0,91.0,82.0,0.00011226163697112491,0.02792321116928447
pooled,5.0,10,0.0,claude-2.1,command-light,meta-llama/Llama-2-13b-chat-hf,claude-2.1 > command-light,command-light > meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf > claude-2.1,0.010309278350515464,0.07317073170731707,0.1276595744680851,194.0,82.0,94.0,9.629839663169607e-05,0.010309278350515464
pooled,5.0,10,0.0,command-nightly,gpt-4-1106-preview,claude-instant-1,command-nightly > claude-instant-1,gpt-4-1106-preview > command-nightly,claude-instant-1 > gpt-4-1106-preview,0.01744186046511628,0.03488372093023256,0.15384615384615385,172.0,172.0,169.0,9.360569122602655e-05,0.01744186046511628
pooled,5.0,10,0.0,claude-2.1,command-light,gpt-4-1106-preview,claude-2.1 > command-light,command-light > gpt-4-1106-preview,gpt-4-1106-preview > claude-2.1,0.010309278350515464,0.023391812865497075,0.3539325842696629,194.0,171.0,178.0,8.535180183750235e-05,0.010309278350515464
pooled,5.0,10,0.0,command-light,gpt-3.5-turbo,claude-2,command-light > claude-2,gpt-3.5-turbo > command-light,claude-2 > gpt-3.5-turbo,0.03389830508474576,0.02792321116928447,0.06282722513089005,177.0,191.0,191.0,5.9469080491865054e-05,0.02792321116928447
pooled,5.0,10,0.0,claude-2,claude-2.1,command-light,claude-2 > claude-2.1,claude-2.1 > command-light,command-light > claude-2,0.13333333333333333,0.010309278350515464,0.03389830508474576,135.0,194.0,177.0,4.65956083639117e-05,0.010309278350515464
pooled,5.0,10,0.0,gpt-3.5-turbo,gpt-4,command-light,gpt-3.5-turbo > command-light,gpt-4 > gpt-3.5-turbo,command-light > gpt-4,0.02792321116928447,0.07407407407407407,0.02040816326530612,191.0,162.0,196.0,4.221195943958347e-05,0.02040816326530612
pooled,5.0,10,0.0,claude-2.1,command-light,timdettmers/guanaco-33b-merged,claude-2.1 > command-light,command-light > timdettmers/guanaco-33b-merged,timdettmers/guanaco-33b-merged > claude-2.1,0.010309278350515464,0.10526315789473684,0.0374331550802139,194.0,171.0,187.0,4.062198055367759e-05,0.010309278350515464
pooled,5.0,10,0.0,claude-2.1,command-light,gpt-4,claude-2.1 > command-light,command-light > gpt-4,gpt-4 > claude-2.1,0.010309278350515464,0.02040816326530612,0.1625,194.0,196.0,160.0,3.418893330528088e-05,0.010309278350515464
pooled,5.0,10,0.0,claude-2.1,command-light,mistralai/Mistral-7B-Instruct-v0.1,claude-2.1 > command-light,command-light > mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.1 > claude-2.1,0.010309278350515464,0.16666666666666666,0.011976047904191617,194.0,204.0,167.0,2.0577401897236454e-05,0.010309278350515464
pooled,5.0,10,0.0,command-nightly,gpt-4-1106-preview,command-light,command-nightly > command-light,gpt-4-1106-preview > command-nightly,command-light > gpt-4-1106-preview,0.01694915254237288,0.03488372093023256,0.023391812865497075,177.0,172.0,171.0,1.3830397831393618e-05,0.01694915254237288
pooled,5.0,10,0.0,meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,timdettmers/guanaco-33b-merged > meta-llama/Llama-2-13b-chat-hf,claude-2 > timdettmers/guanaco-33b-merged,0.14953271028037382,0.02,0.0039447731755424065,107.0,100.0,169.0,1.1797452487603458e-05,0.0039447731755424065
pooled,5.0,10,0.0,command-nightly,models/chat-bison-001,claude-instant-1,command-nightly > claude-instant-1,models/chat-bison-001 > command-nightly,claude-instant-1 > models/chat-bison-001,0.01744186046511628,0.056818181818181816,0.011235955056179775,172.0,176.0,178.0,1.1134997743307123e-05,0.011235955056179775
pooled,5.0,10,0.0,gpt-4,timdettmers/guanaco-33b-merged,claude-2,gpt-4 > claude-2,timdettmers/guanaco-33b-merged > gpt-4,claude-2 > timdettmers/guanaco-33b-merged,0.07065217391304347,0.005681818181818182,0.0039447731755424065,184.0,176.0,169.0,1.5835613661700618e-06,0.0039447731755424065
pooled,5.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,claude-2,meta-llama/Llama-2-13b-chat-hf > claude-2,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,claude-2 > mistralai/Mistral-7B-Instruct-v0.1,0.14953271028037382,0.0425531914893617,0.0696798493408663,107.0,94.0,177.0,0.0004433794350582067,0.0425531914893617
pooled,5.0,25,0.0,command-nightly,meta-llama/Llama-2-70b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-70b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-70b-chat-hf,0.01744186046511628,0.08,0.22222222222222224,172.0,150.0,159.0,0.000310077519379845,0.01744186046511628
pooled,5.0,25,0.0,meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf > gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1 > meta-llama/Llama-2-13b-chat-hf,gpt-3.5-turbo > mistralai/Mistral-7B-Instruct-v0.1,0.054945054945054944,0.0425531914893617,0.06976744186046512,91.0,94.0,172.0,0.0001631223798467737,0.0425531914893617
pooled,5.0,25,0.0,gpt-3.5-turbo,timdettmers/guanaco-33b-merged,command-light,gpt-3.5-turbo > command-light,timdettmers/guanaco-33b-merged > gpt-3.5-turbo,command-light > timdettmers/guanaco-33b-merged,0.02792321116928447,0.05291005291005291,0.10526315789473684,191.0,189.0,171.0,0.0001555177453037286,0.02792321116928447
pooled,5.0,25,0.0,command-nightly,meta-llama/Llama-2-7b-chat-hf,claude-instant-1,command-nightly > claude-instant-1,meta-llama/Llama-2-7b-chat-hf > command-nightly,claude-instant-1 > meta-llama/Llama-2-7b-chat-hf,0.01744186046511628,0.08518518518518518,0.09580838323353294,172.0,180.0,167.0,0.00014235095700072724,0.01744186046511628
