row_index,status,n_opening_models,unique_winner,conversation_type
2145,ok,4,True,unguided
2146,ok,4,True,unguided
2147,ok,4,True,values guided
2148,ok,3,True,values guided
2149,ok,4,True,values guided
2150,ok,4,True,controversy guided
2151,ok,4,True,controversy guided
2152,ok,3,True,controversy guided
2153,ok,4,True,unguided
2154,ok,4,True,values guided
2155,ok,4,True,unguided
2156,ok,4,True,unguided
2157,ok,4,True,values guided
2158,ok,4,True,controversy guided
2159,ok,4,True,values guided
2160,ok,3,True,unguided
2161,ok,4,True,unguided
2162,ok,3,True,controversy guided
2163,ok,4,True,values guided
2164,ok,4,True,unguided
2165,ok,4,True,unguided
2166,ok,4,True,values guided
2167,ok,4,True,unguided
2168,ok,2,True,controversy guided
2169,ok,4,True,controversy guided
2170,ok,4,True,unguided
2171,ok,4,True,values guided
2172,ok,3,True,unguided
2173,ok,3,True,unguided
2174,ok,4,True,values guided
2175,ok,4,True,unguided
2176,ok,3,True,controversy guided
2177,ok,4,True,unguided
2178,ok,4,False,unguided
2179,ok,3,True,values guided
2180,ok,4,True,values guided
2181,ok,4,True,values guided
2182,ok,4,True,values guided
2183,ok,4,True,unguided
2184,ok,4,True,values guided
2185,ok,4,True,values guided
2186,ok,3,True,controversy guided
2187,ok,3,True,controversy guided
2188,ok,4,True,controversy guided
2189,ok,4,True,controversy guided
2190,ok,4,True,controversy guided
2191,ok,4,True,controversy guided
2192,ok,3,True,values guided
2193,ok,4,True,controversy guided
2194,ok,3,True,unguided
2195,ok,4,True,values guided
2196,ok,4,True,controversy guided
2197,ok,4,True,controversy guided
2198,ok,4,True,controversy guided
2199,ok,4,True,unguided
2200,ok,4,True,values guided
2201,ok,3,True,values guided
2202,ok,3,True,unguided
2203,ok,4,True,unguided
2204,ok,4,True,controversy guided
2205,ok,4,True,unguided
2206,ok,4,True,controversy guided
2207,ok,4,True,values guided
2208,ok,3,True,controversy guided
2209,ok,4,True,values guided
2210,ok,3,True,values guided
2211,ok,4,True,controversy guided
2212,ok,4,True,unguided
2213,ok,4,True,controversy guided
2214,ok,4,True,unguided
2215,ok,4,True,controversy guided
2216,ok,4,True,values guided
2217,ok,4,True,unguided
2218,ok,4,True,values guided
2219,ok,4,True,unguided
2220,ok,3,True,unguided
2221,ok,4,True,controversy guided
2222,ok,4,True,values guided
2223,ok,4,True,values guided
2224,ok,4,True,controversy guided
2225,ok,3,True,values guided
2226,ok,3,True,controversy guided
2227,ok,4,True,unguided
2228,ok,4,True,values guided
2229,ok,4,True,controversy guided
2230,ok,3,True,controversy guided
2231,ok,4,True,unguided
2232,ok,4,True,values guided
2233,ok,3,True,controversy guided
2234,ok,4,True,controversy guided
2235,ok,4,True,values guided
2236,ok,3,True,controversy guided
2237,ok,4,True,unguided
2238,ok,4,True,unguided
2239,ok,3,True,unguided
2240,ok,4,True,values guided
2241,ok,4,True,unguided
2242,ok,4,True,unguided
2243,ok,3,True,values guided
2244,ok,3,True,controversy guided
2245,ok,3,True,values guided
2246,ok,4,True,controversy guided
2247,ok,4,True,unguided
2248,ok,4,True,unguided
2249,ok,4,True,values guided
2250,ok,2,True,unguided
2251,ok,4,True,controversy guided
2252,ok,2,True,unguided
2253,ok,4,True,unguided
2254,ok,4,True,controversy guided
2255,ok,4,True,controversy guided
2256,ok,3,True,controversy guided
2257,ok,3,True,values guided
2258,ok,4,True,values guided
2259,ok,4,True,unguided
2260,ok,3,True,controversy guided
2261,ok,4,True,unguided
2262,ok,4,True,unguided
2263,too_few_models,1,,
2264,ok,4,True,values guided
2265,ok,4,True,unguided
2266,ok,3,True,controversy guided
2267,ok,3,True,values guided
2268,ok,4,True,unguided
2269,ok,4,True,unguided
2270,ok,4,True,values guided
2271,ok,3,True,unguided
2272,ok,4,True,unguided
2273,ok,4,True,values guided
2274,ok,3,True,controversy guided
2275,ok,4,True,unguided
2276,ok,3,True,values guided
2277,ok,3,True,controversy guided
2278,ok,4,True,unguided
2279,ok,3,True,controversy guided
2280,ok,4,True,unguided
2281,ok,4,True,controversy guided
2282,ok,4,True,unguided
2283,ok,4,True,values guided
2284,ok,3,True,values guided
2285,ok,4,True,controversy guided
2286,ok,4,True,controversy guided
2287,ok,3,True,unguided
2288,ok,4,False,unguided
2289,ok,4,True,values guided
2290,ok,4,True,unguided
2291,ok,4,False,values guided
2292,ok,4,True,controversy guided
2293,ok,4,True,controversy guided
2294,ok,4,True,unguided
2295,ok,4,True,values guided
2296,ok,3,True,values guided
2297,ok,4,True,controversy guided
2298,ok,4,True,controversy guided
2299,ok,3,True,controversy guided
2300,ok,4,False,values guided
2301,ok,4,True,unguided
2302,ok,4,True,unguided
2303,ok,4,True,unguided
2304,ok,4,True,controversy guided
2305,ok,4,True,values guided
2306,ok,4,True,unguided
2307,ok,4,True,controversy guided
2308,ok,4,True,controversy guided
2309,ok,3,True,unguided
2310,ok,3,True,values guided
2311,ok,4,True,unguided
2312,ok,4,True,unguided
2313,ok,3,True,values guided
2314,ok,4,True,values guided
2315,ok,4,True,controversy guided
2316,ok,3,True,controversy guided
2317,ok,4,True,values guided
2318,ok,3,True,values guided
2319,ok,4,True,values guided
2320,ok,4,True,controversy guided
2321,ok,3,True,controversy guided
2322,ok,4,True,unguided
2323,ok,4,True,unguided
2324,ok,4,True,controversy guided
2325,too_few_models,1,,
2326,ok,4,True,values guided
2327,ok,4,True,controversy guided
2328,ok,3,True,unguided
2329,ok,4,True,controversy guided
2330,ok,4,True,values guided
2331,ok,4,True,unguided
2332,ok,3,True,unguided
2333,ok,4,True,unguided
2334,ok,3,True,unguided
2335,ok,3,False,unguided
2336,ok,3,True,controversy guided
2337,ok,4,True,values guided
2338,ok,4,True,values guided
2339,ok,4,True,values guided
2340,ok,4,True,values guided
2341,ok,4,True,unguided
2342,ok,2,True,unguided
2343,ok,3,True,controversy guided
2344,ok,4,True,controversy guided
2345,ok,3,True,unguided
2346,ok,4,True,unguided
2347,ok,4,True,unguided
2348,ok,4,True,unguided
2349,ok,3,False,values guided
2350,ok,4,True,controversy guided
2351,ok,4,True,controversy guided
2352,ok,4,True,unguided
2353,ok,3,True,unguided
2354,ok,4,True,values guided
2355,ok,3,True,values guided
2356,ok,4,True,controversy guided
2357,ok,4,True,values guided
2358,ok,4,True,unguided
2359,ok,4,True,unguided
2360,ok,4,True,controversy guided
2361,ok,4,True,unguided
2362,ok,4,True,unguided
2363,ok,4,True,unguided
2364,ok,4,True,unguided
2365,ok,4,True,unguided
2366,ok,4,True,unguided
2367,ok,3,True,controversy guided
2368,ok,3,True,unguided
2369,ok,4,True,unguided
2370,ok,4,True,controversy guided
2371,ok,4,True,unguided
2372,ok,4,True,values guided
2373,ok,4,True,values guided
2374,ok,4,True,controversy guided
2375,ok,4,True,unguided
2376,ok,4,False,unguided
2377,ok,4,True,unguided
2378,ok,3,True,unguided
2379,ok,3,True,unguided
2380,ok,4,True,values guided
2381,ok,4,True,unguided
2382,ok,3,True,values guided
2383,ok,4,True,unguided
2384,ok,4,True,unguided
2385,ok,4,True,values guided
2386,ok,4,True,controversy guided
2387,ok,4,True,unguided
2388,ok,3,True,unguided
2389,ok,4,True,unguided
2390,ok,4,True,unguided
2391,ok,4,True,unguided
2392,ok,4,True,unguided
2393,ok,4,True,controversy guided
2394,ok,4,True,controversy guided
2395,ok,4,True,unguided
2396,ok,4,True,unguided
2397,ok,4,True,values guided
2398,ok,4,False,unguided
2399,ok,4,True,unguided
2400,ok,4,True,controversy guided
2401,ok,4,True,unguided
2402,ok,3,True,values guided
2403,ok,4,True,values guided
2404,ok,4,True,unguided
2405,ok,4,True,unguided
2406,ok,2,True,unguided
2407,ok,4,True,unguided
2408,ok,4,True,unguided
2409,ok,4,True,values guided
2410,ok,4,True,unguided
2411,ok,4,True,unguided
2412,ok,4,True,controversy guided
2413,ok,4,True,unguided
2414,ok,4,True,controversy guided
2415,ok,4,True,values guided
2416,ok,3,True,values guided
2417,ok,4,False,unguided
2418,ok,4,True,controversy guided
2419,ok,2,True,unguided
2420,ok,4,True,values guided
2421,ok,4,True,unguided
2422,ok,4,True,unguided
2423,ok,3,True,unguided
2424,ok,4,True,unguided
2425,ok,4,True,unguided
2426,ok,4,True,values guided
2427,ok,4,True,unguided
2428,ok,4,True,values guided
2429,ok,4,True,values guided
2430,ok,3,True,values guided
2431,ok,3,True,values guided
2432,ok,4,True,controversy guided
2433,ok,4,True,unguided
2434,ok,2,True,controversy guided
2435,ok,4,True,values guided
2436,ok,4,True,unguided
2437,ok,3,True,controversy guided
2438,ok,4,True,unguided
2439,ok,3,True,controversy guided
2440,ok,4,True,values guided
2441,ok,4,True,values guided
2442,ok,4,True,values guided
2443,ok,4,True,values guided
2444,ok,3,True,unguided
2445,ok,4,True,unguided
2446,ok,3,True,unguided
2447,ok,3,True,unguided
2448,ok,3,True,unguided
2449,ok,4,True,values guided
2450,ok,3,True,controversy guided
2451,ok,3,True,unguided
2452,ok,3,True,controversy guided
2453,ok,3,True,controversy guided
2454,ok,2,True,values guided
2455,ok,3,True,values guided
2456,ok,3,True,controversy guided
2457,ok,4,True,controversy guided
2458,ok,3,True,values guided
2459,ok,4,True,unguided
2460,ok,4,True,values guided
2461,ok,4,True,controversy guided
2462,ok,4,True,unguided
2463,ok,3,True,unguided
2464,ok,4,True,unguided
2465,ok,4,True,values guided
2466,ok,4,False,controversy guided
2467,ok,4,True,values guided
2468,ok,4,True,unguided
2469,ok,4,True,unguided
2470,ok,4,True,values guided
2471,ok,3,True,controversy guided
2472,ok,3,True,controversy guided
2473,ok,4,True,controversy guided
2474,ok,3,True,values guided
2475,ok,4,True,unguided
2476,ok,4,True,values guided
2477,ok,4,True,controversy guided
2478,ok,4,True,unguided
2479,ok,4,True,controversy guided
2480,ok,3,True,values guided
2481,ok,2,True,values guided
2482,ok,3,True,unguided
2483,ok,4,True,controversy guided
2484,ok,3,True,unguided
2485,ok,2,True,unguided
2486,ok,3,True,controversy guided
2487,ok,4,True,values guided
2488,too_few_models,1,,
2489,ok,3,True,controversy guided
2490,ok,3,True,controversy guided
2491,ok,4,True,unguided
2492,ok,4,False,controversy guided
2493,ok,3,True,unguided
2494,ok,3,True,controversy guided
2495,ok,4,True,unguided
2496,ok,3,True,controversy guided
2497,ok,4,True,values guided
2498,ok,3,True,values guided
2499,ok,4,False,controversy guided
2500,ok,4,True,unguided
2501,ok,4,True,unguided
2502,ok,3,True,values guided
2503,ok,4,True,controversy guided
2504,ok,3,True,controversy guided
2505,ok,3,True,values guided
2506,ok,4,True,controversy guided
2507,ok,4,False,values guided
2508,ok,4,True,unguided
2509,ok,3,True,unguided
2510,ok,4,True,controversy guided
2511,ok,3,True,controversy guided
2512,ok,4,True,controversy guided
2513,ok,4,True,controversy guided
2514,ok,4,True,unguided
2515,ok,3,True,controversy guided
2516,ok,4,True,unguided
2517,ok,3,True,values guided
2518,ok,2,True,controversy guided
2519,ok,2,False,unguided
2520,ok,3,True,controversy guided
2521,ok,3,True,controversy guided
2522,ok,4,True,controversy guided
2523,ok,4,True,unguided
2524,ok,4,True,controversy guided
2525,ok,4,True,unguided
2526,ok,4,True,controversy guided
2527,ok,3,True,unguided
2528,ok,2,True,values guided
2529,ok,4,True,unguided
2530,ok,3,True,values guided
2531,ok,3,True,values guided
2532,ok,3,True,values guided
2533,ok,2,True,unguided
2534,ok,4,True,controversy guided
2535,ok,4,True,controversy guided
2536,too_few_models,1,,
2537,ok,4,True,unguided
2538,ok,2,True,values guided
2539,ok,3,True,unguided
2540,ok,4,True,unguided
2541,ok,3,True,unguided
2542,ok,3,True,unguided
2543,ok,2,True,controversy guided
2544,ok,2,True,values guided
2545,ok,4,True,controversy guided
2546,ok,4,True,values guided
2547,ok,4,True,unguided
2548,too_few_models,1,,
2549,ok,3,True,unguided
2550,ok,3,True,values guided
2551,ok,2,True,values guided
2552,ok,4,True,values guided
2553,ok,2,True,unguided
2554,ok,2,True,unguided
2555,ok,4,True,unguided
2556,ok,3,True,unguided
2557,ok,3,True,unguided
2558,ok,3,True,unguided
2559,ok,3,True,unguided
2560,ok,4,True,values guided
2561,ok,3,True,controversy guided
2562,ok,4,True,controversy guided
2563,ok,3,True,controversy guided
2564,ok,3,True,values guided
2565,ok,3,True,unguided
2566,ok,4,True,unguided
2567,ok,4,True,unguided
2568,ok,4,True,values guided
2569,ok,4,True,values guided
2570,ok,3,True,controversy guided
2571,ok,3,True,values guided
2572,ok,3,True,values guided
2573,ok,4,True,controversy guided
2574,ok,4,True,controversy guided
2575,too_few_models,1,,
2576,ok,4,True,unguided
2577,ok,3,True,controversy guided
2578,ok,3,True,values guided
2579,ok,3,True,unguided
2580,ok,3,True,controversy guided
2581,ok,3,True,controversy guided
2582,ok,4,True,values guided
2583,ok,3,True,unguided
2584,ok,3,True,values guided
2585,ok,2,True,unguided
2586,ok,2,True,unguided
2587,ok,4,True,values guided
2588,ok,4,True,values guided
2589,ok,4,True,controversy guided
2590,ok,3,True,controversy guided
2591,ok,4,True,controversy guided
2592,ok,4,True,unguided
2593,ok,3,True,values guided
2594,ok,4,True,unguided
2595,ok,4,True,values guided
2596,ok,4,True,unguided
2597,ok,4,True,controversy guided
2598,ok,4,True,unguided
2599,ok,4,True,values guided
2600,ok,3,True,controversy guided
2601,ok,3,True,values guided
2602,ok,3,True,values guided
2603,ok,3,True,values guided
2604,ok,4,True,unguided
2605,ok,4,True,controversy guided
2606,ok,4,True,controversy guided
2607,ok,3,True,values guided
2608,ok,4,True,controversy guided
2609,ok,4,True,unguided
2610,ok,3,True,controversy guided
2611,ok,4,True,unguided
2612,ok,3,True,unguided
2613,ok,4,True,values guided
2614,ok,4,True,unguided
2615,ok,4,True,controversy guided
2616,ok,4,True,controversy guided
2617,ok,3,True,values guided
2618,ok,4,True,values guided
2619,ok,3,True,unguided
2620,ok,3,True,controversy guided
2621,ok,4,True,values guided
2622,ok,4,True,unguided
2623,ok,4,True,controversy guided
2624,ok,4,True,unguided
2625,ok,4,True,unguided
2626,ok,4,True,unguided
2627,ok,4,True,unguided
2628,ok,4,True,unguided
2629,ok,3,True,values guided
2630,ok,3,True,values guided
2631,ok,4,True,controversy guided
2632,ok,4,True,values guided
2633,ok,4,True,values guided
2634,ok,4,True,controversy guided
2635,ok,4,True,unguided
2636,ok,4,True,controversy guided
2637,ok,3,True,unguided
2638,ok,3,True,controversy guided
2639,ok,4,True,controversy guided
2640,ok,3,False,values guided
2641,ok,4,True,unguided
2642,ok,4,True,controversy guided
2643,ok,4,True,controversy guided
2644,ok,4,True,values guided
2645,ok,4,True,values guided
2646,ok,4,True,controversy guided
2647,ok,4,False,controversy guided
2648,ok,4,True,values guided
2649,ok,3,True,values guided
2650,ok,3,True,unguided
2651,ok,4,True,values guided
2652,ok,3,True,controversy guided
2653,ok,4,True,unguided
2654,ok,4,True,unguided
2655,ok,4,True,values guided
2656,ok,3,False,values guided
2657,ok,3,True,controversy guided
2658,ok,4,False,controversy guided
2659,ok,3,True,unguided
2660,ok,4,True,unguided
2661,ok,3,True,values guided
2662,ok,4,True,values guided
2663,ok,2,True,controversy guided
2664,ok,4,True,controversy guided
2665,ok,4,False,unguided
2666,ok,4,True,values guided
2667,ok,3,True,unguided
2668,ok,4,True,controversy guided
2669,ok,4,True,controversy guided
2670,ok,3,True,values guided
2671,ok,4,True,controversy guided
2672,ok,4,True,values guided
2673,ok,4,True,unguided
2674,ok,4,True,controversy guided
2675,ok,4,True,controversy guided
2676,ok,4,True,unguided
2677,ok,4,True,controversy guided
2678,ok,3,True,unguided
2679,ok,4,False,unguided
2680,ok,4,False,unguided
2681,ok,4,True,unguided
2682,ok,4,False,unguided
2683,ok,3,True,unguided
2684,ok,4,True,values guided
2685,ok,3,True,values guided
2686,ok,4,True,values guided
2687,ok,4,True,controversy guided
2688,ok,4,True,unguided
2689,ok,4,False,unguided
2690,ok,4,True,values guided
2691,ok,3,True,unguided
2692,ok,3,True,unguided
2693,ok,4,True,unguided
2694,ok,4,True,values guided
2695,ok,4,True,controversy guided
2696,ok,4,True,values guided
2697,ok,4,True,unguided
2698,ok,4,True,values guided
2699,ok,4,True,controversy guided
2700,ok,3,True,values guided
2701,ok,4,True,values guided
2702,ok,4,True,values guided
2703,ok,3,True,unguided
2704,ok,4,True,unguided
2705,ok,3,True,values guided
2706,ok,4,True,unguided
2707,ok,4,True,unguided
2708,ok,3,True,controversy guided
2709,ok,4,True,unguided
2710,ok,4,True,unguided
2711,ok,3,True,controversy guided
2712,ok,4,True,values guided
2713,ok,4,True,unguided
2714,ok,4,True,values guided
2715,ok,3,True,controversy guided
2716,ok,3,True,controversy guided
2717,ok,3,True,controversy guided
2718,ok,4,True,unguided
2719,ok,4,True,values guided
2720,ok,4,True,unguided
2721,ok,4,True,unguided
2722,ok,4,True,values guided
2723,ok,3,True,unguided
2724,ok,4,True,unguided
2725,ok,4,False,unguided
2726,ok,3,True,values guided
2727,ok,3,True,unguided
2728,ok,3,True,controversy guided
2729,ok,4,True,values guided
2730,ok,4,False,unguided
2731,ok,3,True,unguided
2732,ok,4,True,controversy guided
2733,ok,4,True,unguided
2734,ok,4,True,unguided
2735,ok,3,True,values guided
2736,ok,4,True,controversy guided
2737,ok,3,True,controversy guided
2738,ok,4,True,values guided
2739,ok,4,True,controversy guided
2740,ok,4,True,unguided
2741,ok,2,True,values guided
2742,ok,4,True,values guided
2743,ok,4,True,unguided
2744,ok,4,True,values guided
2745,ok,4,True,unguided
2746,ok,4,True,controversy guided
2747,ok,4,True,values guided
2748,ok,4,True,values guided
2749,ok,4,True,values guided
2750,ok,3,True,controversy guided
2751,ok,4,True,unguided
2752,ok,3,True,unguided
2753,ok,4,True,controversy guided
2754,ok,4,True,unguided
2755,ok,4,True,values guided
2756,ok,3,True,unguided
2757,ok,4,True,controversy guided
2758,ok,4,True,controversy guided
2759,ok,4,True,controversy guided
2760,ok,4,True,values guided
2761,ok,4,True,unguided
2762,ok,4,True,unguided
2763,ok,4,True,controversy guided
2764,ok,4,True,unguided
2765,ok,4,True,values guided
2766,ok,3,True,controversy guided
2767,ok,3,True,unguided
2768,ok,3,True,controversy guided
2769,ok,3,True,unguided
2770,ok,4,True,unguided
2771,ok,4,True,controversy guided
2772,ok,3,True,controversy guided
2773,ok,4,True,values guided
2774,ok,4,True,values guided
2775,ok,4,True,values guided
2776,ok,4,True,unguided
2777,ok,3,True,controversy guided
2778,ok,3,True,controversy guided
2779,ok,4,True,controversy guided
2780,ok,4,True,values guided
2781,ok,4,True,controversy guided
2782,ok,4,True,unguided
2783,ok,4,True,controversy guided
2784,ok,4,True,unguided
2785,ok,4,True,unguided
2786,ok,4,True,values guided
2787,ok,4,True,values guided
2788,ok,4,True,values guided
2789,ok,4,True,unguided
2790,ok,4,True,controversy guided
2791,ok,4,True,unguided
2792,ok,4,True,unguided
2793,ok,4,True,values guided
2794,ok,4,True,values guided
2795,ok,4,True,values guided
2796,ok,4,True,controversy guided
2797,ok,4,True,values guided
2798,ok,3,True,unguided
2799,ok,4,True,unguided
2800,ok,4,True,unguided
2801,ok,4,True,unguided
2802,ok,3,True,unguided
2803,ok,4,True,controversy guided
2804,ok,4,True,values guided
2805,ok,4,True,unguided
2806,ok,4,True,unguided
2807,ok,3,True,controversy guided
2808,ok,4,True,unguided
2809,ok,3,True,unguided
2810,ok,3,True,controversy guided
2811,ok,4,True,controversy guided
2812,ok,3,True,controversy guided
2813,ok,3,True,values guided
2814,ok,3,True,controversy guided
2815,ok,4,True,values guided
2816,ok,4,True,values guided
2817,ok,4,True,values guided
2818,ok,4,True,values guided
2819,ok,4,True,unguided
2820,ok,3,True,controversy guided
2821,ok,3,True,controversy guided
2822,ok,4,True,controversy guided
2823,ok,4,True,values guided
2824,ok,4,True,unguided
2825,ok,4,True,controversy guided
2826,ok,4,True,values guided
2827,ok,4,True,values guided
2828,ok,3,True,unguided
2829,ok,3,True,values guided
2830,ok,3,True,values guided
2831,ok,3,True,controversy guided
2832,ok,4,True,values guided
2833,ok,3,True,unguided
2834,ok,3,True,values guided
2835,ok,4,True,unguided
2836,ok,4,True,values guided
2837,ok,4,True,values guided
2838,ok,3,True,values guided
2839,ok,4,True,controversy guided
2840,ok,4,True,values guided
2841,ok,3,True,unguided
2842,ok,4,True,values guided
2843,ok,4,True,controversy guided
2844,ok,3,True,controversy guided
2845,ok,4,True,controversy guided
2846,ok,4,True,values guided
2847,ok,4,True,values guided
2848,ok,4,True,values guided
2849,ok,4,True,values guided
2850,ok,4,True,values guided
2851,ok,4,True,unguided
2852,ok,4,True,controversy guided
2853,ok,3,True,controversy guided
2854,ok,3,True,controversy guided
2855,ok,3,True,controversy guided
2856,ok,3,True,unguided
2857,ok,4,True,unguided
2858,ok,3,True,unguided
2859,ok,4,True,controversy guided
2860,ok,4,True,controversy guided
2861,ok,3,True,controversy guided
2862,ok,4,True,values guided
2863,ok,4,True,controversy guided
2864,ok,3,True,controversy guided
2865,ok,4,True,controversy guided
2866,ok,3,True,controversy guided
2867,ok,3,True,values guided
2868,ok,4,True,controversy guided
2869,ok,4,True,unguided
2870,ok,4,True,controversy guided
2871,ok,4,True,values guided
2872,ok,4,True,values guided
2873,ok,4,True,controversy guided
2874,ok,4,True,unguided
2875,ok,3,True,controversy guided
2876,ok,4,True,unguided
2877,ok,4,True,controversy guided
2878,ok,4,True,unguided
2879,ok,4,True,values guided
2880,ok,4,True,unguided
2881,ok,4,True,unguided
2882,ok,4,True,controversy guided
2883,ok,3,True,unguided
2884,ok,4,True,controversy guided
2885,ok,4,True,controversy guided
2886,ok,4,True,values guided
2887,ok,4,True,unguided
2888,ok,4,True,unguided
2889,ok,3,True,controversy guided
2890,ok,4,True,unguided
2891,ok,4,True,controversy guided
2892,ok,4,True,values guided
2893,ok,3,True,controversy guided
2894,ok,4,False,unguided
2895,ok,4,True,values guided
2896,ok,4,True,values guided
2897,ok,4,True,values guided
2898,ok,4,True,values guided
2899,ok,4,True,unguided
2900,ok,4,True,unguided
2901,ok,4,True,unguided
2902,ok,4,True,controversy guided
2903,ok,4,True,controversy guided
2904,ok,4,True,values guided
2905,ok,4,True,unguided
2906,ok,4,True,values guided
2907,ok,3,True,values guided
2908,ok,4,True,unguided
2909,ok,3,True,unguided
2910,ok,4,True,unguided
2911,ok,4,True,unguided
2912,ok,4,True,values guided
2913,ok,3,True,controversy guided
2914,ok,4,True,controversy guided
2915,ok,4,True,values guided
2916,ok,4,True,values guided
2917,ok,4,True,controversy guided
2918,ok,2,True,unguided
2919,ok,4,True,unguided
2920,ok,4,False,controversy guided
2921,ok,4,True,unguided
2922,ok,4,True,values guided
2923,ok,4,True,values guided
2924,ok,4,True,controversy guided
2925,ok,3,True,unguided
2926,ok,4,False,controversy guided
2927,ok,4,True,controversy guided
2928,ok,4,True,values guided
2929,ok,4,True,controversy guided
2930,ok,4,True,values guided
2931,ok,3,True,values guided
2932,ok,3,True,unguided
2933,ok,4,True,unguided
2934,ok,3,True,unguided
2935,ok,3,True,controversy guided
2936,ok,4,True,unguided
2937,ok,4,True,unguided
2938,ok,3,True,controversy guided
2939,ok,4,True,values guided
2940,ok,4,True,unguided
2941,ok,4,False,unguided
2942,ok,4,True,controversy guided
2943,ok,3,True,values guided
2944,ok,4,True,unguided
2945,ok,3,True,controversy guided
2946,ok,3,True,controversy guided
2947,ok,4,True,values guided
2948,ok,3,True,controversy guided
2949,ok,4,True,controversy guided
2950,ok,4,True,values guided
2951,ok,4,True,values guided
2952,ok,4,True,values guided
2953,ok,4,True,controversy guided
2954,ok,4,True,controversy guided
2955,ok,4,True,unguided
2956,ok,4,True,values guided
2957,ok,4,True,values guided
2958,ok,4,True,controversy guided
2959,ok,4,True,values guided
2960,ok,4,True,controversy guided
2961,ok,3,True,controversy guided
2962,ok,4,True,controversy guided
2963,ok,4,True,controversy guided
2964,ok,4,True,unguided
2965,ok,2,True,unguided
2966,ok,3,True,controversy guided
2967,ok,4,True,controversy guided
2968,ok,4,True,values guided
2969,ok,4,True,values guided
2970,ok,4,True,unguided
2971,ok,3,True,controversy guided
2972,ok,4,True,values guided
2973,ok,3,True,unguided
2974,ok,4,True,values guided
2975,ok,4,True,controversy guided
2976,ok,3,True,unguided
2977,ok,3,True,unguided
2978,ok,3,True,values guided
2979,ok,2,True,values guided
2980,ok,4,True,values guided
2981,ok,3,True,unguided
2982,ok,4,True,unguided
2983,ok,3,True,values guided
2984,ok,4,True,unguided
2985,ok,3,True,values guided
2986,ok,4,True,controversy guided
2987,ok,4,True,controversy guided
2988,ok,4,True,controversy guided
2989,ok,4,True,unguided
2990,ok,3,False,unguided
2991,ok,3,True,controversy guided
2992,ok,4,False,unguided
2993,ok,4,True,unguided
2994,ok,3,True,values guided
2995,ok,4,True,values guided
2996,ok,4,True,unguided
2997,ok,4,True,unguided
2998,ok,2,True,unguided
2999,ok,4,True,values guided
3000,ok,4,True,unguided
3001,ok,2,True,unguided
3002,ok,4,True,controversy guided
3003,ok,4,True,controversy guided
3004,ok,4,False,unguided
3005,ok,4,True,unguided
3006,ok,4,True,unguided
3007,ok,4,True,controversy guided
3008,ok,3,True,unguided
3009,ok,4,True,controversy guided
3010,ok,4,True,unguided
3011,ok,4,True,unguided
3012,ok,3,True,unguided
3013,ok,3,True,unguided
3014,ok,4,True,unguided
3015,ok,4,True,controversy guided
3016,ok,3,True,values guided
3017,ok,3,True,unguided
3018,ok,4,True,values guided
3019,ok,4,True,unguided
3020,ok,4,True,controversy guided
3021,ok,4,True,unguided
3022,ok,4,True,controversy guided
3023,ok,4,True,values guided
3024,ok,3,True,values guided
3025,ok,4,False,unguided
3026,ok,3,True,unguided
3027,ok,4,True,unguided
3028,ok,4,True,unguided
3029,ok,4,True,values guided
3030,ok,3,True,values guided
3031,ok,4,True,unguided
3032,ok,2,True,unguided
3033,ok,4,True,controversy guided
3034,ok,4,True,unguided
3035,ok,4,True,controversy guided
3036,ok,4,True,unguided
3037,ok,4,True,controversy guided
3038,ok,4,True,values guided
3039,ok,4,True,unguided
3040,ok,4,True,values guided
3041,ok,4,True,controversy guided
3042,ok,4,True,controversy guided
3043,ok,3,True,values guided
3044,ok,3,True,unguided
3045,ok,4,False,controversy guided
3046,ok,4,True,controversy guided
3047,ok,4,True,controversy guided
3048,ok,4,True,controversy guided
3049,ok,4,True,unguided
3050,ok,3,True,unguided
3051,ok,4,True,values guided
3052,ok,4,True,values guided
3053,ok,4,True,values guided
3054,ok,4,True,values guided
3055,ok,3,True,unguided
3056,ok,4,True,values guided
3057,ok,3,True,values guided
3058,ok,4,True,controversy guided
3059,ok,3,True,values guided
3060,ok,4,True,values guided
3061,ok,4,True,unguided
3062,ok,4,True,controversy guided
3063,ok,2,True,controversy guided
3064,ok,4,True,values guided
3065,ok,4,True,values guided
3066,ok,4,True,values guided
3067,ok,4,True,controversy guided
3068,ok,4,True,values guided
3069,ok,4,True,values guided
3070,ok,4,True,controversy guided
3071,ok,4,True,values guided
3072,ok,3,True,unguided
3073,ok,4,True,unguided
3074,ok,3,True,controversy guided
3075,ok,3,True,controversy guided
3076,ok,4,True,unguided
3077,ok,4,True,controversy guided
3078,ok,4,True,unguided
3079,ok,2,True,values guided
3080,ok,4,True,unguided
3081,ok,4,True,unguided
3082,ok,3,True,unguided
3083,ok,3,True,unguided
3084,ok,4,True,unguided
3085,ok,4,True,controversy guided
3086,ok,4,True,values guided
3087,ok,4,True,unguided
3088,ok,4,True,values guided
3089,ok,4,True,controversy guided
3090,ok,4,True,values guided
3091,ok,4,True,controversy guided
3092,ok,4,True,controversy guided
3093,ok,3,True,controversy guided
3094,ok,3,True,controversy guided
3095,ok,4,True,values guided
3096,ok,4,True,controversy guided
3097,ok,4,True,values guided
3098,ok,4,True,unguided
3099,ok,4,True,values guided
3100,ok,3,True,values guided
